word_length,word1,word2,cos_dist,edit_dist
3,cup,men,0.4989538384891669,3.0
3,cup,art,0.4994351435952967,3.0
3,cup,air,0.50054280433987,3.0
3,cup,you,0.5007262189375966,3.0
3,cup,law,0.5000978107726617,3.0
3,cup,man,0.501510564747059,3.0
3,cup,win,0.4993877152774712,3.0
3,cup,san,0.49989591658057475,3.0
3,cup,red,0.5008431434273986,3.0
3,cup,jpg,0.5001156670033532,3.0
3,cup,non,0.5079245805571936,3.0
3,cup,act,0.49878420552623143,3.0
3,cup,run,0.5038673610645689,2.0
3,cup,per,0.5035532071640901,3.0
3,cup,how,0.5004249468163953,3.0
3,cup,few,0.5004811835404626,3.0
3,cup,sea,0.5012213299550824,3.0
3,cup,big,0.4955713966203817,3.0
3,cup,los,0.49947165503450236,3.0
3,cup,car,0.4990135168996418,2.0
3,cup,van,0.4999759377461029,3.0
3,cup,bay,0.4987344387343469,3.0
3,cup,low,0.49786487866528534,3.0
3,cup,ten,0.5026116110057504,3.0
3,cup,get,0.5009625776930475,3.0
3,cup,lee,0.5034981685496867,3.0
3,cup,don,0.49737226111852506,3.0
3,cup,via,0.5008137199077748,3.0
3,cup,sir,0.49934107403259625,3.0
3,cup,mid,0.4962932544487147,3.0
3,cup,iii,0.5038644019012908,3.0
3,cup,bar,0.5001549066581414,3.0
3,cup,com,0.49786254947573055,2.0
3,cup,our,0.4988445221667618,2.0
3,cup,saw,0.4879721720792647,3.0
3,cup,put,0.5028575838038115,2.0
3,cup,too,0.4996145645125182,3.0
3,cup,far,0.4990056185108771,3.0
3,cup,hit,0.5059409045369384,3.0
3,cup,tom,0.5016413764674462,3.0
3,cup,joe,0.49832638034112053,3.0
3,cup,met,0.5006657603819349,3.0
3,cup,key,0.4978081509362888,3.0
3,cup,god,0.49887840462470423,3.0
3,cup,del,0.5034668241953535,3.0
3,cup,era,0.49838143853361766,3.0
3,cup,ice,0.5028392913619624,3.0
3,cup,ran,0.5054164452716349,3.0
3,cup,sun,0.49884193193478965,2.0
3,cup,oil,0.5003847826334274,3.0
3,cup,von,0.49809850073260536,3.0
3,cup,pre,0.4998080737374257,3.0
3,cup,pro,0.4892706323849386,3.0
3,cup,hot,0.4993787881644629,3.0
3,cup,got,0.4996791823505555,3.0
3,cup,des,0.5007914100062302,3.0
3,cup,pop,0.5057505173877938,2.0
3,cup,bbc,0.5001327138996213,3.0
3,cup,der,0.49968118241990384,3.0
3,cup,usa,0.4970688759327278,3.0
3,cup,boy,0.5022569541288899,3.0
3,cup,vol,0.49968912345967426,3.0
3,cup,bob,0.4965646859108061,3.0
3,cup,cut,0.49665495750769195,1.0
3,cup,jim,0.4965785918937661,3.0
3,cup,map,0.4999016863931873,2.0
3,cup,box,0.49796167811362846,3.0
3,cup,ray,0.49884079686604704,3.0
3,cup,inc,0.4968365672473789,3.0
3,cup,gun,0.5010778904349309,2.0
3,cup,ret,0.49816656040924334,3.0
3,cup,kim,0.5010160742887184,3.0
3,cup,bus,0.5003295278538843,2.0
3,cup,die,0.5001427896498715,3.0
3,cup,ben,0.5047872077326645,3.0
3,cup,sex,0.5005617208245978,3.0
