word_length,raw_corr,transformed_corr,p-value
3,0.0032474917652817238,0.0032475031815895087,0.555871324732711
3,0.003472824695136755,0.003472838656585017,0.5287907547350926
3,-0.0005202219945420242,-0.0005202220414714182,0.9248308086705604
3,-0.004126471113982745,-0.004126494535747264,0.4542169247245182
3,0.008471171974765334,0.008471374616054912,0.12443854224397412
3,-0.003528343684757407,-0.0035283583265629448,0.5222230846182035
3,0.004474726059660022,0.004474755926090636,0.4170408936792435
3,0.0013534898718338332,0.0013534906983364893,0.8060873574753596
3,0.004197458589893267,0.004197483241350511,0.446490936372543
3,0.000993675910016833,0.0009936762370661798,0.8569808590385579
3,-0.01372806570648948,-0.013728928200136558,0.012777296024934711
3,-0.0007102211945959639,-0.0007102213140112057,0.8975081929453653
3,-0.005499133055512382,-0.005499188488630576,0.31858912210688906
3,0.0035648949544878424,0.0035649100560636937,0.5179222205825089
3,0.009645130716797323,0.009645429824323428,0.08023293685829287
3,-0.003260250427152044,-0.003260261978546024,0.5543200873231403
3,0.0005459002278776005,0.0005459002821049839,0.9211322687379674
3,0.006233152542304901,0.006233233268063637,0.25826948960855706
3,-0.0009159978425312427,-0.0009159980987213268,0.8680541880009516
3,0.0018099291801445816,0.0018099311564967956,0.7427156477951435
3,-0.007892787331471513,-0.0078929512341994,0.15228615899289033
3,-0.0008703070216727336,-0.0008703072414063002,0.874579859429503
3,0.008558819229510468,0.008559028226194337,0.12058943789313016
3,0.0037004156831215145,0.0037004325732849564,0.5021373326963606
3,-0.004724903230887817,-0.0047249383920577835,0.39147807728332434
3,0.010753915025539565,0.010754329605860112,0.05112283944598046
3,-0.0004682305020359927,-0.00046823053625425154,0.932324247942132
3,0.009699062013716108,0.009699366166970376,0.0785574536785456
3,-0.007128280994612765,-0.007128401733291628,0.1960657941975517
3,0.0037894256683130177,0.0037894438068671226,0.4919099996943962
3,-0.019422684134451633,-0.019425127029465125,0.0004267878496298471
3,-0.010587953813774517,-0.010588349493750863,0.05481433874450448
3,0.0027535162216900744,0.0027535231806388397,0.6175016948479518
3,-0.0027477349213042316,-0.002747741836511672,0.6182404174551626
3,-0.004368759105958499,-0.004368786900403957,0.42815859074095247
3,-0.0015370540296746485,-0.0015370552401243911,0.7804221275508958
3,-0.01609043826307017,-0.01609182709546013,0.003517855926197939
3,0.007930860174110495,0.007931026460236197,0.15031825278779032
3,-0.006001234797611074,-0.006001306843629778,0.2764063529576404
3,0.00459523536128977,0.004595267706317544,0.40460662446106177
3,-0.0011771978316118172,-0.0011771983753971218,0.8309343942675009
3,0.0017036824120491244,0.0017036840603839015,0.757329364215321
3,0.005070067560833966,0.005070111004521683,0.3578121363249224
3,0.0001349857898175176,0.00013498579063738364,0.9804683120307349
3,0.0062807549653578175,0.006280837554808153,0.2546512474770385
3,-0.002608471855400668,-0.0026084777715480404,0.6361503937578619
3,0.007245461542989474,0.007245588334621505,0.18881419985703607
3,0.009350318478585959,0.009350590987515933,0.08991169892517493
3,-0.0015992571654060259,-0.0015992585288406777,0.7717775999295877
3,-0.0027912212050343593,-0.0027912284537913875,0.6126933426358037
3,0.008875952198170008,0.008876185299171169,0.10743615938018156
3,-0.0021281877711283904,-0.0021281909841212136,0.6995110355609074
3,0.008567048933454738,0.008567258533616399,0.12023286242545464
3,-0.008098654981545148,-0.008098832047281245,0.1418756675549538
3,-0.0021881231591245913,-0.0021881266512938187,0.6914774427990835
3,0.00863779156362223,0.008638006399271073,0.11720168590425037
3,0.007533441825150628,0.007533584344506477,0.17183635628667687
3,-0.006077236489020088,-0.006077311307138081,0.27036945540614066
3,0.009126749706818996,0.009127003131479322,0.09786094419886962
3,0.0018879599609421714,0.001887962204090608,0.7320413136229874
3,0.007722838057551213,0.007722991598800987,0.1613102494898516
3,-0.0011680327628395808,-0.00116803329402259,0.8322310054969265
3,-0.00758395511456402,-0.0075841005201178775,0.1689799715636224
3,0.0021238567827122717,0.002123859976129059,0.7000928688611656
3,-0.006536659709990922,-0.0065367528116691675,0.23580471274314174
3,-0.010198759716589827,-0.010199113345636265,0.06434918439646459
3,0.003616591096399051,0.003616606864535881,0.5118707411238949
3,0.008123279868050046,0.0081234585539109,0.14066793405715636
3,0.002241435262080458,0.002241439015772626,0.6843606529164116
3,0.0037535494669206017,0.0037535670951562607,0.49601871437489276
3,0.007356926396756773,0.00735705913072628,0.18210168762427503
3,-0.0005884228503850641,-0.0005884229182972054,0.915011350662923
3,-0.0035247725564967643,-0.003524787153889009,0.5226442693797676
3,0.00044767838207881625,0.0004476784119861135,0.9352880797821458
3,-0.004361681313889761,-0.004361708973464247,0.4289072634072428
3,-0.011001800648970682,-0.011002244565790902,0.045998274943287155
3,-0.004523903233100946,-0.004523934095096077,0.4119397561443394
3,0.006416040786325383,0.006416128828512058,0.24456125756427954
3,-0.012946971739891358,-0.012947695220720059,0.018862647046197962
3,0.00547643597375092,0.0054764907233072575,0.32059065500940376
3,0.007888507213070625,0.007888670849291835,0.1525086099410903
3,0.015360381742850968,0.015361589963515769,0.005336122436424029
3,0.000901033436277313,0.0009010336801154767,0.8701904726271302
3,-0.008149894903999425,-0.008150075352001795,0.1393714991944958
3,0.014938005012159587,0.014939116269644632,0.006740660868256945
3,0.0031771718350661446,0.0031771825257007865,0.5644588528699356
3,-0.0027048840859364995,-0.00270489068263489,0.6237278039758403
3,-0.0005875865792749251,-0.0005875866468979258,0.9151316803296443
3,0.0095708991385786,0.009571191392827687,0.08258644784517793
3,0.007557005822636537,0.007557149683577717,0.17049941394620638
3,0.006371109770392673,0.006371195975815405,0.2478807361271711
3,-0.01267132073770864,-0.012671998982143166,0.021548439626328766
3,0.002792572543943983,0.002792579803234359,0.6125213197087276
3,-0.004672251974370549,-0.004672285973140303,0.3967774121549613
3,-0.0033422636681476924,-0.0033422761134021344,0.5443995314881053
3,0.0016263039821936952,0.001626305415980604,0.7680275849376758
3,-0.004065330475229707,-0.004065352871237955,0.46093120046347635
3,-0.0058065005907758215,-0.005806565848354333,0.2922912004448049
3,0.003122291686227224,0.0031223018323871515,0.571204915389102
3,0.0010153559935930211,0.0010153563425195774,0.8538951944215941
