2554,60248.334929192846
3207,55275.100937097035
2986,50059.42106203568
2364,48744.81287050936
3005,47174.375087890774
7749,43022.65280889885
187,41083.34561329054
3734,40379.62703252258
819,39403.635996591205
1777,38747.6807106925
1584,38623.28361779203
3089,38479.91234194377
2386,35851.54244968286
1230,35604.54386531415
2905,35371.71964774891
2272,33985.549727221856
6234,33684.6082220989
1281,32915.93344498008
2387,32054.53364621757
2542,31695.8308424835
2251,31430.44272476326
2104,30808.37677920429
5318,30217.05261540315
2725,30157.11466732663
2055,29552.395865612612
5588,29023.66270585546
4458,28767.59000406897
985,28621.68087674985
86,28596.059524558903
504,28403.069897630274
3515,27749.138828454757
2397,27747.98291806257
676,27560.4941786997
522,27468.89052827159
146,27152.981925006792
4494,26914.607937466684
2580,26755.065103527577
1486,26593.234719885895
5218,26474.073339550698
706,26072.498387832322
271,25794.571168531984
1309,25682.095009106622
3776,25522.01238947774
2271,25326.3015079055
2484,25285.92943479617
2094,25245.691844152774
369,25232.874458371087
2800,25153.36012566152
7639,24888.289008947675
3048,24677.64065296437
2537,24390.763749346643
5193,24196.852979349023
7642,24158.441853850713
3086,24076.381761250224
653,24072.466930277635
2655,24051.40723185642
1257,24050.893522076258
937,24038.063605654414
1225,23953.729211309048
964,23859.702689173904
6059,23835.7259544459
224,23776.83345071077
3832,23628.38178706492
3660,23561.920525005913
82,23323.123677098516
8138,23278.279819607484
6633,23267.255814313976
3421,23233.480254166745
1039,23201.032812820595
843,23170.90452248863
3018,23088.587129676234
2850,22996.342254341213
172,22933.132764337464
2443,22861.096542018568
6060,22630.746238743006
3789,22615.53227105527
2546,22606.77900671971
3520,22592.843434192226
1809,22558.865360895532
1656,22552.070631226583
6644,22498.57665655269
1217,22480.848065518527
4436,22446.760397659044
1797,22373.404991747604
3703,22347.08204897001
2485,22288.347152074355
3557,22269.07954804486
499,22179.12495139996
5877,22045.280045873125
1177,21992.859048292492
3398,21987.93878380101
2186,21953.516420658616
141,21891.974581472034
1236,21810.111661575607
1908,21802.664567707743
3340,21764.943261251905
5260,21727.681070699324
397,21672.76446826745
2229,21657.735708275803
1255,21653.65179104683
987,21621.00742466037
197,21583.894858619835
98,21548.59280147881
1187,21366.74470029905
2512,21309.40115123343
2815,21292.806060182884
1109,21271.485038691568
683,21188.30463898649
3695,21161.037680357374
890,21123.798726938872
2395,21103.86592294304
2684,21005.306313293106
5081,20966.59503051512
1791,20965.539022052002
1726,20962.798710692194
3951,20941.734950538597
1055,20849.842207810325
162,20844.871881809817
3749,20751.939917860713
2341,20613.92311536798
419,20558.618819775485
852,20501.704544265693
1199,20396.293113405365
4276,20374.94425723213
630,20314.51169025089
6069,20302.25733656742
2420,20227.852020219845
1824,20216.758510979413
1232,20181.11582487097
2595,20124.159515175223
495,20002.328587305867
1631,19896.697651006383
9627,19881.956027032782
9768,19862.127624741664
766,19737.97014027241
325,19724.23057946355
3226,19581.183918971936
1010,19541.46637264385
998,19469.57001208035
1226,19464.258655933016
163,19425.723334004084
4335,19409.84540872241
2623,19370.3612526313
1911,19277.10667461742
3046,19264.980449966788
646,19263.558958051486
2908,19217.90179924757
1242,19198.797637387455
294,19173.522316648974
9641,19145.982123870395
6393,19121.05054964303
1676,19104.315874750308
4739,19060.14070223612
2966,19000.5045947985
2983,18959.92643693266
2963,18957.45241532115
3367,18877.361709381206
1979,18854.007050848868
627,18709.632035451596
1143,18703.2696375355
2852,18664.77866648907
5700,18661.7866098182
2063,18620.977884059503
2497,18520.428479364236
844,18499.391630962433
629,18423.683178193816
182,18418.125991176217
8523,18388.951476876024
892,18348.38329659565
